source,sumlevel,geoid,name,st,cnty,tract,T7_est1,T7_est2,T7_est3,T7_est4,T7_est5,T7_est6,T7_est7,T7_est8,T7_est9,T7_est10,T7_est11,T7_est12,T7_est13,T7_est14,T7_est15,T7_est16,T7_est17,T7_est18,T7_est19,T7_est20,T7_est21,T7_est22,T7_est23,T7_est24,T7_est25,T7_est26,T7_est27,T7_est28,T7_est29,T7_est30,T7_est31,T7_est32,T7_est33,T7_est34,T7_est35,T7_est36,T7_est37,T7_est38,T7_est39,T7_est40,T7_est41,T7_est42,T7_est43,T7_est44,T7_est45,T7_est46,T7_est47,T7_est48,T7_est49,T7_est50,T7_est51,T7_est52,T7_est53,T7_est54,T7_est55,T7_est56,T7_est57,T7_est58,T7_est59,T7_est60,T7_est61,T7_est62,T7_est63,T7_est64,T7_est65,T7_est66,T7_est67,T7_est68,T7_est69,T7_est70,T7_est71,T7_est72,T7_est73,T7_est74,T7_est75,T7_est76,T7_est77,T7_est78,T7_est79,T7_est80,T7_est81,T7_est82,T7_est83,T7_est84,T7_est85,T7_est86,T7_est87,T7_est88,T7_est89,T7_est90,T7_est91,T7_est92,T7_est93,T7_est94,T7_est95,T7_est96,T7_est97,T7_est98,T7_est99,T7_est100,T7_est101,T7_est102,T7_est103,T7_est104,T7_est105,T7_est106,T7_est107,T7_est108,T7_est109,T7_est110,T7_est111,T7_est112,T7_est113,T7_est114,T7_est115,T7_est116,T7_est117,T7_est118,T7_est119,T7_est120,T7_est121,T7_est122,T7_est123,T7_est124,T7_est125,T7_est126,T7_est127,T7_est128,T7_est129,T7_est130,T7_est131,T7_est132,T7_est133,T7_est134,T7_est135,T7_est136,T7_est137,T7_est138,T7_est139,T7_est140,T7_est141,T7_est142,T7_est143,T7_est144,T7_est145,T7_est146,T7_est147,T7_est148,T7_est149,T7_est150,T7_est151,T7_est152,T7_est153,T7_est154,T7_est155,T7_est156,T7_est157,T7_est158,T7_est159,T7_est160,T7_est161,T7_est162,T7_est163,T7_est164,T7_est165,T7_est166,T7_est167,T7_est168,T7_est169,T7_est170,T7_est171,T7_est172,T7_est173,T7_est174,T7_est175,T7_est176,T7_est177,T7_est178,T7_est179,T7_est180,T7_est181,T7_est182,T7_est183,T7_est184,T7_est185,T7_est186,T7_est187,T7_est188,T7_est189,T7_est190,T7_est191,T7_est192,T7_est193,T7_est194,T7_est195,T7_est196,T7_est197,T7_est198,T7_est199,T7_est200,T7_est201,T7_est202,T7_est203,T7_est204,T7_est205,T7_est206,T7_est207,T7_est208,T7_est209,T7_est210,T7_est211,T7_est212,T7_est213,T7_moe1,T7_moe2,T7_moe3,T7_moe4,T7_moe5,T7_moe6,T7_moe7,T7_moe8,T7_moe9,T7_moe10,T7_moe11,T7_moe12,T7_moe13,T7_moe14,T7_moe15,T7_moe16,T7_moe17,T7_moe18,T7_moe19,T7_moe20,T7_moe21,T7_moe22,T7_moe23,T7_moe24,T7_moe25,T7_moe26,T7_moe27,T7_moe28,T7_moe29,T7_moe30,T7_moe31,T7_moe32,T7_moe33,T7_moe34,T7_moe35,T7_moe36,T7_moe37,T7_moe38,T7_moe39,T7_moe40,T7_moe41,T7_moe42,T7_moe43,T7_moe44,T7_moe45,T7_moe46,T7_moe47,T7_moe48,T7_moe49,T7_moe50,T7_moe51,T7_moe52,T7_moe53,T7_moe54,T7_moe55,T7_moe56,T7_moe57,T7_moe58,T7_moe59,T7_moe60,T7_moe61,T7_moe62,T7_moe63,T7_moe64,T7_moe65,T7_moe66,T7_moe67,T7_moe68,T7_moe69,T7_moe70,T7_moe71,T7_moe72,T7_moe73,T7_moe74,T7_moe75,T7_moe76,T7_moe77,T7_moe78,T7_moe79,T7_moe80,T7_moe81,T7_moe82,T7_moe83,T7_moe84,T7_moe85,T7_moe86,T7_moe87,T7_moe88,T7_moe89,T7_moe90,T7_moe91,T7_moe92,T7_moe93,T7_moe94,T7_moe95,T7_moe96,T7_moe97,T7_moe98,T7_moe99,T7_moe100,T7_moe101,T7_moe102,T7_moe103,T7_moe104,T7_moe105,T7_moe106,T7_moe107,T7_moe108,T7_moe109,T7_moe110,T7_moe111,T7_moe112,T7_moe113,T7_moe114,T7_moe115,T7_moe116,T7_moe117,T7_moe118,T7_moe119,T7_moe120,T7_moe121,T7_moe122,T7_moe123,T7_moe124,T7_moe125,T7_moe126,T7_moe127,T7_moe128,T7_moe129,T7_moe130,T7_moe131,T7_moe132,T7_moe133,T7_moe134,T7_moe135,T7_moe136,T7_moe137,T7_moe138,T7_moe139,T7_moe140,T7_moe141,T7_moe142,T7_moe143,T7_moe144,T7_moe145,T7_moe146,T7_moe147,T7_moe148,T7_moe149,T7_moe150,T7_moe151,T7_moe152,T7_moe153,T7_moe154,T7_moe155,T7_moe156,T7_moe157,T7_moe158,T7_moe159,T7_moe160,T7_moe161,T7_moe162,T7_moe163,T7_moe164,T7_moe165,T7_moe166,T7_moe167,T7_moe168,T7_moe169,T7_moe170,T7_moe171,T7_moe172,T7_moe173,T7_moe174,T7_moe175,T7_moe176,T7_moe177,T7_moe178,T7_moe179,T7_moe180,T7_moe181,T7_moe182,T7_moe183,T7_moe184,T7_moe185,T7_moe186,T7_moe187,T7_moe188,T7_moe189,T7_moe190,T7_moe191,T7_moe192,T7_moe193,T7_moe194,T7_moe195,T7_moe196,T7_moe197,T7_moe198,T7_moe199,T7_moe200,T7_moe201,T7_moe202,T7_moe203,T7_moe204,T7_moe205,T7_moe206,T7_moe207,T7_moe208,T7_moe209,T7_moe210,T7_moe211,T7_moe212,T7_moe213
2014thru2018,140,14000US51041100920,"Census Tract 1009.20, Chesterfield County, Virginia",51,41,100920,700,115,10,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,4,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,20,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,15,15,0,0,70,0,0,0,0,25,25,0,0,20,20,0,0,4,4,0,0,20,20,0,0,585,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,10,0,0,10,25,0,0,0,0,10,0,4,4,0,0,0,0,15,0,15,0,0,0,0,0,105,4,4,0,0,35,35,0,0,30,0,30,0,4,0,4,0,25,0,25,0,105,20,4,15,0,35,35,0,0,0,0,0,0,0,0,0,0,50,50,0,0,340,25,25,0,0,150,150,0,0,15,15,0,0,30,30,0,0,125,125,0,0,88,37,13,10,10,12,12,9,9,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,15,10,12,10,12,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,19,12,12,12,12,6,6,12,12,12,12,12,12,12,12,12,12,18,18,12,12,29,12,12,12,12,19,19,12,12,17,17,12,12,10,10,12,12,19,19,12,12,86,17,12,12,12,12,12,12,12,12,12,12,12,12,5,12,12,5,14,12,12,14,20,12,12,12,12,12,12,9,8,12,12,12,12,16,12,16,12,12,12,12,12,53,11,11,12,12,37,37,12,12,46,12,46,12,14,12,14,12,22,12,22,12,56,25,16,21,12,32,32,12,12,12,12,12,12,12,12,12,12,43,43,12,12,81,17,17,12,12,76,76,12,12,18,18,12,12,31,31,12,12,62,62,12,12
2014thru2018,140,14000US51041100921,"Census Tract 1009.21, Chesterfield County, Virginia",51,41,100921,2660,1665,60,0,0,0,0,0,0,0,0,0,0,0,0,60,0,45,15,0,0,0,0,150,15,0,15,0,25,25,0,0,0,0,0,0,45,15,0,30,65,50,0,15,250,45,45,0,0,75,75,0,0,45,20,25,0,75,75,0,0,4,0,4,0,160,0,0,0,0,90,70,20,0,0,0,0,0,55,40,15,0,15,15,0,0,1050,160,160,0,0,535,525,10,0,20,20,0,0,195,180,15,0,135,135,0,0,990,80,0,0,0,0,55,0,0,55,0,0,0,0,15,0,0,15,15,0,0,15,100,0,0,0,0,25,0,15,10,0,0,0,0,65,0,0,65,10,0,0,10,320,0,0,0,0,165,0,165,0,0,0,0,0,15,0,15,0,135,15,75,45,145,0,0,0,0,105,70,40,0,0,0,0,0,15,0,15,0,25,0,25,0,345,0,0,0,0,155,155,0,0,70,70,0,0,15,15,0,0,110,110,0,0,84,171,70,17,17,17,17,17,17,17,17,17,17,17,17,70,17,66,26,17,17,17,17,93,23,17,23,17,39,39,17,17,17,17,17,17,45,27,17,36,73,72,17,25,116,40,40,17,17,89,89,17,17,52,31,49,17,54,54,17,17,17,17,17,17,95,17,17,17,17,74,63,36,17,17,17,17,17,56,50,22,17,23,23,17,17,168,72,72,17,17,151,150,19,17,30,30,17,17,91,88,25,17,78,78,17,17,180,71,17,17,17,17,62,17,17,62,17,17,17,17,23,17,17,23,26,17,17,26,77,17,17,17,17,32,17,27,20,17,17,17,17,74,17,17,74,14,17,17,14,151,17,17,17,17,153,17,153,17,17,17,17,17,24,17,24,17,110,23,76,74,80,17,17,17,17,80,61,52,17,17,17,17,17,23,17,23,17,22,17,22,17,134,17,17,17,17,102,102,17,17,81,81,17,17,23,23,17,17,64,64,17,17
2014thru2018,140,14000US51041100922,"Census Tract 1009.22, Chesterfield County, Virginia",51,41,100922,1900,1435,120,25,0,0,25,15,0,0,15,15,0,0,15,40,0,30,10,20,0,0,20,110,4,4,0,0,35,10,0,25,0,0,0,0,55,40,10,4,10,10,0,0,250,20,10,10,0,100,65,40,0,15,0,15,0,70,65,10,0,45,30,15,0,150,20,20,0,0,60,35,25,0,55,55,0,0,10,0,10,0,10,10,0,0,805,205,205,0,0,410,400,10,0,60,60,0,0,45,45,0,0,80,80,0,0,470,50,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0,10,30,0,0,0,75,0,0,0,0,30,0,30,0,25,0,0,25,0,0,0,0,20,0,10,10,105,0,0,0,0,35,15,20,0,40,40,0,0,4,0,4,0,25,0,25,0,90,10,10,0,0,50,50,0,0,0,0,0,0,0,0,0,0,30,30,0,0,150,0,0,0,0,135,135,0,0,0,0,0,0,10,10,0,0,0,0,0,0,84,99,75,22,17,17,22,22,17,17,22,27,17,17,27,52,17,49,14,38,17,17,38,60,12,12,17,17,37,18,17,32,17,17,17,17,38,32,13,17,20,20,17,17,96,17,17,13,17,71,60,30,17,24,17,24,17,43,42,14,17,35,27,23,17,77,18,18,17,17,52,39,24,17,51,51,17,17,15,17,15,17,16,16,17,17,117,69,69,17,17,93,95,15,17,42,42,17,17,34,34,17,17,48,48,17,17,83,46,13,13,17,17,17,17,17,17,17,17,17,17,18,17,17,18,42,17,17,17,55,17,17,17,17,46,17,46,17,28,17,17,28,17,17,17,17,22,17,16,14,61,17,17,17,17,32,22,23,17,38,38,17,17,13,17,13,17,41,17,41,17,48,17,17,17,17,40,40,17,17,17,17,17,17,17,17,17,17,29,29,17,17,81,17,17,17,17,83,83,17,17,17,17,17,17,18,18,17,17,17,17,17,17
2014thru2018,140,14000US51041100923,"Census Tract 1009.23, Chesterfield County, Virginia",51,41,100923,1085,1000,85,0,0,0,0,70,0,4,50,0,0,0,0,15,0,0,15,0,0,0,0,55,20,20,0,0,4,0,0,4,0,0,0,0,25,15,10,0,4,0,0,4,125,20,20,0,0,55,10,50,0,0,0,0,0,45,25,10,10,0,0,0,0,150,45,45,0,0,60,10,50,0,10,10,0,0,10,10,0,0,30,25,10,0,585,130,130,0,0,270,240,30,0,0,0,0,0,65,60,4,0,125,125,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,4,0,4,0,30,0,30,0,4,4,0,0,20,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,82,74,12,12,12,12,71,12,15,68,12,12,12,12,23,12,12,23,12,12,12,12,35,23,23,12,12,13,12,12,13,12,12,12,12,22,18,14,12,10,12,12,10,52,22,22,12,12,44,13,43,12,12,12,12,12,32,26,14,15,12,12,12,12,70,36,36,12,12,56,21,55,12,18,18,12,12,16,16,12,12,27,22,13,12,106,47,47,12,12,80,83,31,12,12,12,12,12,42,39,19,12,69,69,12,12,58,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,15,12,12,12,12,15,12,15,12,12,12,12,12,12,12,12,12,12,12,12,12,48,12,12,12,12,12,12,12,12,9,12,9,12,47,12,47,12,9,9,12,12,34,12,12,12,12,34,34,12,12,12,12,12,12,12,12,12,12,12,12,12,12,22,12,12,12,12,22,22,12,12,12,12,12,12,12,12,12,12,12,12,12,12
2014thru2018,140,14000US51041100924,"Census Tract 1009.24, Chesterfield County, Virginia",51,41,100924,1750,1350,65,0,0,0,0,25,0,15,10,0,0,0,0,10,0,0,10,30,0,0,30,40,0,0,0,0,40,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,55,20,15,10,0,20,0,10,10,15,0,15,0,0,0,0,0,0,0,0,0,120,25,15,0,10,25,10,15,0,50,30,25,0,20,20,0,0,0,0,0,0,1075,190,170,10,15,635,595,35,4,135,135,0,0,45,45,0,0,70,45,25,0,400,40,10,10,0,0,0,0,0,0,0,0,0,0,10,0,0,10,20,0,10,10,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,30,25,10,20,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,10,0,10,0,60,30,20,10,0,10,10,0,0,0,0,0,0,0,0,0,0,20,10,10,0,215,10,10,0,0,105,105,0,0,4,4,0,0,10,10,0,0,85,85,0,0,88,106,59,17,17,17,17,28,17,25,17,17,17,17,17,13,17,17,13,49,17,17,49,39,17,17,17,17,39,17,17,39,17,17,17,17,17,17,17,17,17,17,17,17,39,25,22,13,17,23,17,13,13,23,17,23,17,17,17,17,17,17,17,17,17,65,23,19,17,14,27,14,23,17,53,43,27,17,23,23,17,17,17,17,17,17,124,57,58,14,18,112,112,43,19,46,46,17,17,29,29,17,17,48,47,23,17,100,29,15,15,17,17,17,17,17,17,17,17,17,17,15,17,17,15,18,17,13,14,49,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,49,51,29,14,23,17,17,17,17,17,17,17,17,17,17,17,17,13,17,13,17,14,17,14,17,37,28,23,13,17,20,20,17,17,17,17,17,17,17,17,17,17,22,14,14,17,104,14,14,17,17,85,85,17,17,16,16,17,17,14,14,17,17,52,52,17,17
2014thru2018,140,14000US51041100926,"Census Tract 1009.26, Chesterfield County, Virginia",51,41,100926,2330,2025,35,0,0,0,0,10,0,0,10,0,0,0,0,25,0,0,25,0,0,0,0,25,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,20,0,20,0,40,15,0,30,0,0,0,0,25,25,0,0,0,0,0,0,195,120,45,0,75,50,25,15,15,10,0,0,10,0,0,0,0,15,15,0,0,1685,440,400,40,0,880,800,75,0,205,180,25,0,95,95,0,0,65,65,0,0,305,75,0,0,0,0,15,0,0,15,0,0,0,0,55,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,25,0,25,0,0,0,0,0,65,0,20,45,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,135,0,0,0,0,50,50,0,0,0,0,0,0,15,15,0,0,70,70,0,0,130,103,42,17,17,17,17,18,17,17,18,17,17,17,17,39,17,17,39,17,17,17,17,29,17,17,17,17,29,29,17,17,17,17,17,17,17,17,17,17,17,17,17,17,72,38,17,38,17,53,23,17,47,17,17,17,17,38,38,17,17,17,17,17,17,112,97,55,17,90,43,28,22,23,15,17,17,15,17,17,17,17,24,24,17,17,177,139,140,38,17,112,127,51,17,74,73,32,17,71,71,17,17,53,53,17,17,119,99,17,17,17,17,31,17,17,31,17,17,17,17,93,17,17,93,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,59,17,17,17,17,40,17,40,17,17,17,17,17,59,17,32,51,17,17,17,17,23,17,17,17,17,17,17,17,17,17,17,17,17,23,17,23,17,17,17,17,17,103,17,17,17,17,41,41,17,17,17,17,17,17,30,30,17,17,89,89,17,17
2014thru2018,140,14000US51041100927,"Census Tract 1009.27, Chesterfield County, Virginia",51,41,100927,3295,2435,45,0,0,0,0,10,0,0,10,0,0,0,0,10,0,0,10,25,25,0,0,75,35,0,0,35,10,10,0,0,10,0,0,10,15,15,0,0,0,0,0,0,135,35,35,0,0,55,55,0,0,15,15,0,0,15,15,0,0,15,0,0,15,65,0,0,0,0,15,0,15,0,0,0,0,0,50,35,15,0,0,0,0,0,2115,360,295,65,0,1245,1210,35,0,220,220,0,0,85,85,0,0,210,210,0,0,860,40,0,0,0,0,10,0,0,10,0,0,0,0,30,0,0,30,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,35,35,0,15,20,75,0,0,0,0,10,0,0,10,0,0,0,0,45,15,30,0,15,0,15,0,85,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,70,70,0,0,595,50,50,0,0,305,305,0,0,10,10,0,0,95,45,0,50,130,130,0,0,156,180,46,17,17,17,17,20,17,17,20,17,17,17,17,17,17,17,17,39,39,17,17,53,38,17,17,38,21,21,17,17,23,17,17,23,27,27,17,17,17,17,17,17,74,41,41,17,17,66,66,17,17,24,24,17,17,23,23,17,17,28,17,17,28,54,17,17,17,17,27,17,27,17,17,17,17,17,47,44,23,17,17,17,17,17,188,103,88,58,17,184,178,46,17,97,97,17,17,57,57,17,17,93,93,17,17,151,35,17,17,17,17,15,17,17,15,17,17,17,17,34,17,17,34,17,17,17,17,53,17,17,17,17,17,17,17,17,17,17,17,17,37,17,17,37,39,17,24,34,59,17,17,17,17,19,17,17,19,17,17,17,17,48,29,38,17,27,17,27,17,92,17,17,17,17,17,17,17,17,17,17,17,17,28,17,28,17,89,89,17,17,150,77,77,17,17,107,107,17,17,18,18,17,17,57,38,17,40,69,69,17,17
2014thru2018,140,14000US51041100928,"Census Tract 1009.28, Chesterfield County, Virginia",51,41,100928,2585,1575,60,0,0,0,0,35,0,35,0,0,0,0,0,25,0,0,25,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,205,30,0,20,10,65,25,20,20,0,0,0,0,115,60,55,0,0,0,0,0,145,15,0,15,0,40,0,15,20,4,0,4,0,50,50,0,0,30,30,0,0,1150,120,120,0,0,685,660,25,0,75,75,0,0,190,150,40,0,75,75,0,0,1010,65,0,0,0,0,25,25,0,0,0,0,0,0,20,0,0,20,25,0,0,25,280,20,0,0,20,40,0,0,40,4,0,4,0,200,15,35,150,20,0,0,20,250,10,0,10,0,110,25,0,85,0,0,0,0,85,20,35,30,45,25,20,0,125,0,0,0,0,4,4,0,0,0,0,0,0,50,0,0,50,70,0,70,0,295,15,15,0,0,160,160,0,0,15,15,0,0,30,30,0,0,70,70,0,0,147,164,64,17,17,17,17,50,17,50,17,17,17,17,17,37,17,17,37,17,17,17,17,32,17,17,17,17,17,17,17,17,17,17,17,17,32,17,17,32,17,17,17,17,86,34,17,32,18,54,37,33,33,17,17,17,17,68,47,49,17,17,17,17,17,80,26,17,26,17,46,17,31,38,20,17,20,17,48,48,17,17,37,37,17,17,188,71,71,17,17,163,165,38,17,47,47,17,17,71,67,47,17,64,64,17,17,217,63,17,17,17,17,39,39,17,17,17,17,17,17,35,17,17,35,39,17,17,39,126,33,17,17,33,44,17,17,44,10,17,10,17,114,29,43,98,31,17,17,31,114,20,17,20,17,95,28,17,98,17,17,17,17,66,32,41,36,50,38,35,17,129,17,17,17,17,12,12,17,17,17,17,17,17,80,17,17,80,95,17,95,17,98,31,31,17,17,84,84,17,17,29,29,17,17,37,37,17,17,56,56,17,17
2014thru2018,140,14000US51041100929,"Census Tract 1009.29, Chesterfield County, Virginia",51,41,100929,2395,1970,55,0,0,0,0,0,0,0,0,4,0,4,0,15,0,0,0,30,0,15,15,60,15,0,15,0,15,15,0,0,0,0,0,0,30,15,0,15,0,0,0,0,110,55,55,0,0,45,15,15,15,0,0,0,0,15,15,0,0,0,0,0,0,185,50,10,40,0,0,0,0,0,0,0,0,0,65,50,15,0,70,15,55,0,1560,385,370,15,0,835,790,45,0,110,85,30,0,100,100,0,0,125,95,30,0,430,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,45,15,0,25,0,0,0,0,0,0,0,0,40,0,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,10,0,10,0,55,0,0,0,0,45,30,15,0,0,0,0,0,0,0,0,0,15,0,4,10,225,35,35,0,0,95,95,0,0,35,35,0,0,0,0,0,0,65,65,0,0,101,122,45,17,17,17,17,17,17,17,17,21,17,21,17,28,17,17,17,33,17,25,23,49,27,17,27,17,24,24,17,17,17,17,17,17,34,27,17,24,17,17,17,17,68,46,46,17,17,46,24,26,27,17,17,17,17,28,28,17,17,17,17,17,17,95,40,18,42,17,17,17,17,17,17,17,17,17,56,49,23,17,64,27,61,17,140,98,94,28,17,144,140,49,17,56,52,37,17,60,60,17,17,61,53,35,17,110,37,17,17,17,17,37,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,55,17,17,17,17,17,17,17,17,55,26,17,52,17,17,17,17,17,17,17,17,37,17,17,17,17,32,17,32,17,17,17,17,17,17,17,17,17,19,17,19,17,41,17,17,17,17,41,33,26,17,17,17,17,17,17,17,17,17,19,17,13,14,90,54,54,17,17,62,62,17,17,40,40,17,17,17,17,17,17,64,64,17,17
2014thru2018,140,14000US51041100930,"Census Tract 1009.30, Chesterfield County, Virginia",51,41,100930,1155,1060,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,15,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,15,15,0,0,50,35,15,0,0,0,0,0,4,0,4,0,0,0,0,0,100,25,10,15,0,30,15,15,0,10,0,10,0,4,4,0,0,25,15,0,10,870,160,145,15,0,570,565,4,0,60,60,0,0,15,15,0,0,65,60,4,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,50,50,0,0,20,20,0,0,0,0,0,0,4,4,0,0,59,70,17,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,17,12,12,15,16,14,14,12,12,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,51,17,17,12,12,49,45,24,12,12,12,12,12,13,12,13,12,12,12,12,12,43,19,16,16,12,30,19,26,12,21,12,21,12,10,10,12,12,23,20,12,13,80,49,47,21,12,85,85,8,12,40,40,12,12,16,16,12,12,41,41,17,12,52,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,6,12,12,17,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,17,15,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,52,12,12,12,12,48,48,12,12,25,25,12,12,12,12,12,12,15,15,12,12
2014thru2018,140,14000US51041100931,"Census Tract 1009.31, Chesterfield County, Virginia",51,41,100931,2105,2020,55,25,0,0,25,15,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,65,15,0,15,0,20,0,20,0,0,0,0,0,30,0,15,15,0,0,0,0,140,35,20,15,0,35,20,15,0,0,0,0,0,70,40,0,30,0,0,0,0,170,65,25,25,15,25,0,25,0,20,20,0,0,40,40,0,0,10,0,10,0,1600,370,355,15,0,795,745,50,0,140,140,0,0,150,130,20,0,140,125,15,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,70,15,15,0,0,20,20,0,0,20,20,0,0,0,0,0,0,20,20,0,0,104,117,45,28,17,17,28,30,17,17,17,17,17,17,17,21,17,17,21,17,17,17,17,51,22,17,22,17,35,17,35,17,17,17,17,17,33,17,22,25,17,17,17,17,73,32,18,27,17,40,37,24,17,17,17,17,17,47,37,17,36,17,17,17,17,76,53,34,31,25,32,17,32,17,35,35,17,17,40,40,17,17,21,17,21,17,149,90,85,22,17,144,141,46,17,72,72,17,17,77,72,23,17,80,77,29,17,58,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,13,17,17,17,17,17,17,17,17,13,17,13,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,16,17,57,22,22,17,17,32,32,17,17,33,33,17,17,17,17,17,17,33,33,17,17
2014thru2018,140,14000US51041100932,"Census Tract 1009.32, Chesterfield County, Virginia",51,41,100932,1245,1125,60,15,0,15,0,20,0,0,20,10,0,0,10,15,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,95,25,15,0,10,20,0,10,10,25,15,4,0,15,15,0,0,10,0,10,0,100,25,25,0,0,60,35,25,0,4,4,0,0,15,15,0,0,0,0,0,0,850,110,110,0,0,565,555,10,0,35,35,0,0,20,20,0,0,120,120,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,10,10,0,0,20,20,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,65,65,0,0,15,15,0,0,0,0,0,0,0,0,0,0,32,58,45,23,12,23,12,24,12,12,24,21,12,12,21,28,12,12,28,12,12,12,12,25,12,12,12,12,12,12,12,12,12,12,12,12,25,25,12,12,12,12,12,12,49,22,17,12,15,23,12,18,14,25,23,13,12,27,27,12,12,19,12,19,12,57,28,28,12,12,51,33,38,12,5,5,12,12,27,27,12,12,12,12,12,12,94,48,48,12,12,70,70,17,12,30,30,12,12,28,28,12,12,48,48,12,12,53,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,17,17,12,12,17,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,34,12,12,12,12,22,22,12,12,27,27,12,12,12,12,12,12,12,12,12,12,49,12,12,12,12,44,44,12,12,26,26,12,12,12,12,12,12,12,12,12,12
